InvoiceNo,ItemName,Quantity,Timestamp,Price
INV-20061,External Hard Drive,2.0,2024-10-12 17:39:53,456.47
INV-20061,Gaming Laptop,4.0,2024-10-12 17:39:53,1359.86
INV-20061,Power Supply,1.0,2024-10-12 17:39:53,452.9
INV-20062,Gaming Microphone,1.0,2024-11-07 11:11:50,211.5
INV-20062,Gamepad,1.0,2024-11-07 11:11:50,1615.52
INV-20062,SSD 1TB,1.0,2024-11-07 11:11:50,1478.21
INV-20062,Streaming Webcam,2.0,2024-11-07 11:11:50,1306.77
INV-20062,External Hard Drive,2.0,2024-11-07 11:11:50,456.47
INV-20063,Motherboard,4.0,2025-02-13 00:20:45,1020.6
INV-20063,Surround Speakers,1.0,2025-02-13 00:20:45,1215.38
INV-20064,Gaming Headset,2.0,2024-09-17 06:30:50,79.0
INV-20064,SSD 1TB,3.0,2024-09-17 06:30:50,1478.21
INV-20064,WiFi Router,1.0,2024-09-17 06:30:50,32.87
INV-20064,Sound Card,2.0,2024-09-17 06:30:50,693.7
INV-20064,Gaming Chair,3.0,2024-09-17 06:30:50,564.56
INV-20065,Joystick,3.0,2025-01-19 00:19:58,1402.32
INV-20065,RAM 32GB,1.0,2025-01-19 00:19:58,686.46
INV-20065,Gaming Backpack,4.0,2025-01-19 00:19:58,1698.04
INV-20066,Gaming Laptop,2.0,2024-12-19 11:46:41,1359.86
INV-20066,Processor,4.0,2024-12-19 11:46:41,327.85
INV-20067,Streaming Webcam,3.0,2025-01-08 01:38:30,1306.77
INV-20067,Gaming Microphone,2.0,2025-01-08 01:38:30,211.5
INV-20067,Graphics Card,2.0,2025-01-08 01:38:30,461.96
INV-20067,Gaming Headset,3.0,2025-01-08 01:38:30,79.0
INV-20067,Gaming Chair,3.0,2025-01-08 01:38:30,564.56
INV-20068,RAM 16GB,2.0,2024-10-04 13:08:34,1915.28
INV-20068,Gaming Glasses,4.0,2024-10-04 13:08:34,203.64
INV-20068,SSD 1TB,4.0,2024-10-04 13:08:34,1478.21
INV-20069,Gaming Monitor,1.0,2024-05-21 19:52:47,192.14
INV-20069,Sound Card,3.0,2024-05-21 19:52:47,693.7
INV-20070,SSD 1TB,4.0,2024-12-07 05:24:52,1478.21
INV-20071,Gaming Headset,3.0,2025-04-23 11:32:56,79.0
INV-20071,Mouse Pad,3.0,2025-04-23 11:32:56,413.7
INV-20071,Sound Card,2.0,2025-04-23 11:32:56,693.7
INV-20071,RGB Lighting Kit,2.0,2025-04-23 11:32:56,1098.98
INV-20072,Gamepad,4.0,2024-09-05 10:56:22,1615.52
INV-20073,Gaming Laptop,3.0,2024-09-01 15:38:19,1359.86
INV-20073,Power Supply,4.0,2024-09-01 15:38:19,452.9
INV-20073,Gaming Laptop,4.0,2024-09-01 15:38:19,1359.86
INV-20073,RGB Lighting Kit,3.0,2024-09-01 15:38:19,1098.98
INV-20073,Sound Card,1.0,2024-09-01 15:38:19,693.7
INV-20074,Gaming Chair,4.0,2024-05-14 11:32:44,564.56
INV-20074,Joystick,1.0,2024-05-14 11:32:44,1402.32
INV-20074,RAM 32GB,2.0,2024-05-14 11:32:44,686.46
INV-20075,Streaming Webcam,3.0,2025-01-02 18:03:46,1306.77
INV-20075,Mechanical Keyboard,4.0,2025-01-02 18:03:46,69.52
INV-20075,SSD 1TB,2.0,2025-01-02 18:03:46,1478.21
INV-20075,Streaming Webcam,2.0,2025-01-02 18:03:46,1306.77
INV-20076,Joystick,1.0,2024-09-14 18:47:46,1402.32
INV-20076,Motherboard,2.0,2024-09-14 18:47:46,1020.6
INV-20076,Sound Card,4.0,2024-09-14 18:47:46,693.7
INV-20076,Gaming Backpack,4.0,2024-09-14 18:47:46,1698.04
INV-20077,Gaming Chair,1.0,2025-01-12 18:09:08,564.56
INV-20078,Gaming Headset,2.0,2024-04-29 21:26:12,79.0
INV-20078,Gaming Controller,2.0,2024-04-29 21:26:12,72.54
INV-20078,Sound Card,3.0,2024-04-29 21:26:12,693.7
INV-20078,WiFi Router,2.0,2024-04-29 21:26:12,32.87
INV-20078,Capture Card,3.0,2024-04-29 21:26:12,1186.75
INV-20079,Gaming Chair,3.0,2024-12-03 19:12:07,564.56
INV-20080,Gaming Headset,4.0,2024-09-22 20:08:48,79.0
INV-20080,Gamepad,2.0,2024-09-22 20:08:48,1615.52
INV-20081,RGB Lighting Kit,3.0,2025-01-12 05:07:32,1098.98
INV-20081,Gaming Monitor,4.0,2025-01-12 05:07:32,192.14
INV-20081,RAM 32GB,4.0,2025-01-12 05:07:32,686.46
INV-20082,VR Headset,4.0,2024-07-14 06:23:27,1786.52
INV-20083,RAM 16GB,4.0,2025-01-14 11:33:15,1915.28
INV-20083,Gaming Laptop,4.0,2025-01-14 11:33:15,1359.86
INV-20083,Mouse Pad,2.0,2025-01-14 11:33:15,413.7
INV-20084,Capture Card,4.0,2024-11-05 23:34:14,1186.75
INV-20084,VR Headset,1.0,2024-11-05 23:34:14,1786.52
INV-20084,Motherboard,3.0,2024-11-05 23:34:14,1020.6
INV-20084,Gaming Headset,2.0,2024-11-05 23:34:14,79.0
INV-20084,Gaming Chair,2.0,2024-11-05 23:34:14,564.56
INV-20085,Gaming Desk,4.0,2024-07-30 10:13:08,1622.67
INV-20086,Power Supply,4.0,2025-01-09 11:02:22,452.9
INV-20086,External Hard Drive,4.0,2025-01-09 11:02:22,456.47
INV-20087,Gaming Desk,4.0,2024-07-03 14:08:09,1622.67
INV-20087,Mechanical Keyboard,1.0,2024-07-03 14:08:09,69.52
INV-20088,Gaming Desk,4.0,2024-11-07 08:40:07,1622.67
INV-20088,Joystick,4.0,2024-11-07 08:40:07,1402.32
INV-20089,RGB Lighting Kit,3.0,2025-01-03 11:08:25,1098.98
INV-20090,External Hard Drive,3.0,2025-02-22 23:06:09,456.47
INV-20090,Surround Speakers,1.0,2025-02-22 23:06:09,1215.38
INV-20091,RAM 32GB,2.0,2024-08-27 19:05:15,686.46
INV-20091,Processor,3.0,2024-08-27 19:05:15,327.85
INV-20091,CPU Cooler,3.0,2024-08-27 19:05:15,855.41
INV-20091,Gaming Headset,2.0,2024-08-27 19:05:15,79.0
INV-20091,Gaming Mouse,2.0,2024-08-27 19:05:15,1286.07
INV-20092,Capture Card,3.0,2025-01-16 01:13:32,1186.75
INV-20092,Processor,4.0,2025-01-16 01:13:32,327.85
INV-20093,Gaming Microphone,4.0,2024-10-22 08:52:40,211.5
INV-20093,Surround Speakers,3.0,2024-10-22 08:52:40,1215.38
INV-20093,Mechanical Keyboard,4.0,2024-10-22 08:52:40,69.52
INV-20093,Gaming Laptop,3.0,2024-10-22 08:52:40,1359.86
INV-20094,Gaming Desk,2.0,2025-01-17 13:01:57,1622.67
INV-20095,Joystick,1.0,2024-09-01 21:34:01,1402.32
INV-20095,RAM 16GB,1.0,2024-09-01 21:34:01,1915.28
INV-20095,Gaming Mouse,2.0,2024-09-01 21:34:01,1286.07
INV-20096,CPU Cooler,3.0,2024-07-18 10:47:26,855.41
INV-20096,Gamepad,2.0,2024-07-18 10:47:26,1615.52
INV-20096,Motherboard,4.0,2024-07-18 10:47:26,1020.6
INV-20096,Sound Card,1.0,2024-07-18 10:47:26,693.7
INV-20097,Gaming Backpack,2.0,2024-10-02 19:07:58,1698.04
INV-20097,External Hard Drive,4.0,2024-10-02 19:07:58,456.47
INV-20098,VR Headset,4.0,2024-11-22 23:34:59,1786.52
INV-20099,Gaming Desk,3.0,2024-06-14 15:32:34,1622.67
INV-20099,Capture Card,1.0,2024-06-14 15:32:34,1186.75
INV-20099,Mouse Pad,2.0,2024-06-14 15:32:34,413.7
INV-20099,Gaming Laptop,4.0,2024-06-14 15:32:34,1359.86
INV-20100,RAM 16GB,2.0,2024-07-18 15:37:08,1915.28
INV-20100,Gaming Glasses,1.0,2024-07-18 15:37:08,203.64
INV-20101,Gaming Mouse,2.0,2024-11-17 11:46:33,1286.07
INV-20102,Mechanical Keyboard,4.0,2025-01-30 23:52:48,69.52
INV-20103,Mechanical Keyboard,1.0,2024-06-11 11:50:07,69.52
INV-20103,Streaming Webcam,1.0,2024-06-11 11:50:07,1306.77
INV-20103,WiFi Router,3.0,2024-06-11 11:50:07,32.87
INV-20104,Joystick,3.0,2024-08-06 21:27:38,1402.32
INV-20104,Sound Card,4.0,2024-08-06 21:27:38,693.7
INV-20104,Power Supply,4.0,2024-08-06 21:27:38,452.9
INV-20104,Sound Card,2.0,2024-08-06 21:27:38,693.7
INV-20105,Mouse Pad,2.0,2025-02-28 19:57:04,413.7
INV-20105,SSD 1TB,3.0,2025-02-28 19:57:04,1478.21
INV-20105,Gaming Headset,1.0,2025-02-28 19:57:04,79.0
INV-20105,VR Headset,,2025-02-28 19:57:04,1786.52
INV-20106,Gaming Microphone,4.0,2025-04-13 12:42:03,211.5
INV-20106,Surround Speakers,3.0,2025-04-13 12:42:03,1215.38
INV-20106,Power Supply,4.0,2025-04-13 12:42:03,452.9
INV-20106,Motherboard,4.0,2025-04-13 12:42:03,1020.6
INV-20107,Power Supply,4.0,2024-09-07 09:47:51,452.9
INV-20107,Gamepad,4.0,2024-09-07 09:47:51,1615.52
INV-20108,Joystick,2.0,2024-09-07 17:40:43,1402.32
INV-20108,Power Supply,1.0,2024-09-07 17:40:43,452.9
INV-20109,CPU Cooler,1.0,2025-01-10 05:56:16,855.41
INV-20109,RAM 16GB,4.0,2025-01-10 05:56:16,1915.28
INV-20109,Gaming Mouse,3.0,2025-01-10 05:56:16,1286.07
INV-20109,Capture Card,2.0,2025-01-10 05:56:16,1186.75
INV-20109,Mouse Pad,3.0,2025-01-10 05:56:16,413.7
INV-20110,External Hard Drive,2.0,2024-11-11 05:41:44,456.47
INV-20110,Gaming Chair,4.0,2024-11-11 05:41:44,564.56
INV-20110,Gamepad,1.0,2024-11-11 05:41:44,1615.52
INV-20110,RAM 32GB,4.0,2024-11-11 05:41:44,686.46
INV-20111,Power Supply,1.0,2025-02-27 03:15:24,
INV-20111,Gaming Desk,4.0,2025-02-27 03:15:24,1622.67
INV-20111,Power Supply,1.0,2025-02-27 03:15:24,452.9
INV-20112,Gaming Controller,3.0,2024-12-28 20:12:56,72.54
INV-20112,RAM 16GB,3.0,2024-12-28 20:12:56,1915.28
INV-20112,Processor,2.0,2024-12-28 20:12:56,327.85
INV-20112,SSD 1TB,1.0,2024-12-28 20:12:56,1478.21
INV-20112,Motherboard,1.0,2024-12-28 20:12:56,1020.6
INV-20113,Graphics Card,4.0,2024-12-06 05:08:22,461.96
INV-20113,Gaming Chair,1.0,2024-12-06 05:08:22,564.56
INV-20114,Processor,2.0,2024-11-09 23:21:22,327.85
INV-20114,SSD 1TB,3.0,2024-11-09 23:21:22,1478.21
INV-20114,Gaming Chair,4.0,2024-11-09 23:21:22,564.56
INV-20114,Gaming Laptop,3.0,2024-11-09 23:21:22,1359.86
INV-20115,Mouse Pad,2.0,2024-08-15 04:50:57,413.7
INV-20115,Power Supply,4.0,2024-08-15 04:50:57,452.9
INV-20116,Gaming Headset,3.0,2024-06-06 23:49:08,79.0
INV-20117,Processor,1.0,2024-07-22 16:06:15,327.85
INV-20118,Sound Card,1.0,2025-02-05 22:44:38,693.7
INV-20118,CPU Cooler,2.0,2025-02-05 22:44:38,855.41
INV-20118,Joystick,4.0,2025-02-05 22:44:38,1402.32
INV-20118,Sound Card,1.0,2025-02-05 22:44:38,693.7
INV-20119,Gaming Backpack,4.0,2024-10-04 12:22:32,1698.04
INV-20120,RAM 32GB,2.0,2025-01-10 09:50:03,686.46
INV-20120,Streaming Webcam,2.0,2025-01-10 09:50:03,1306.77
INV-20120,RAM 16GB,1.0,2025-01-10 09:50:03,1915.28
INV-20120,Joystick,4.0,2025-01-10 09:50:03,1402.32
INV-20120,Gaming Desk,1.0,2025-01-10 09:50:03,1622.67
INV-20121,Surround Speakers,2.0,2024-04-28 20:43:58,1215.38
INV-20122,Processor,4.0,2025-04-25 02:24:49,327.85
INV-20122,Streaming Webcam,4.0,2025-04-25 02:24:49,1306.77
INV-20123,Gaming Desk,1.0,2024-11-08 17:54:03,1622.67
INV-20124,CPU Cooler,4.0,2024-05-06 01:26:55,855.41
INV-20124,Motherboard,2.0,2024-05-06 01:26:55,1020.6
INV-20125,Gaming Microphone,2.0,2025-01-27 07:01:33,211.5
INV-20125,Streaming Webcam,4.0,2025-01-27 07:01:33,1306.77
INV-20125,Capture Card,4.0,2025-01-27 07:01:33,1186.75
INV-20125,Gaming Laptop,1.0,2025-01-27 07:01:33,1359.86
INV-20125,Joystick,4.0,2025-01-27 07:01:33,1402.32
INV-20126,RGB Lighting Kit,3.0,2025-04-25 10:14:06,1098.98
INV-20126,Mouse Pad,4.0,2025-04-25 10:14:06,413.7
INV-20126,Sound Card,3.0,2025-04-25 10:14:06,693.7
INV-20126,Graphics Card,2.0,2025-04-25 10:14:06,461.96
INV-20127,Processor,4.0,2025-02-28 02:07:28,327.85
INV-20127,Gaming Glasses,3.0,2025-02-28 02:07:28,203.64
INV-20127,Gamepad,2.0,2025-02-28 02:07:28,1615.52
INV-20127,Gaming Headset,1.0,2025-02-28 02:07:28,79.0
INV-20127,Gaming Desk,2.0,2025-02-28 02:07:28,1622.67
INV-20128,CPU Cooler,4.0,2024-08-03 09:58:48,855.41
INV-20128,Gaming Controller,3.0,2024-08-03 09:58:48,72.54
INV-20128,Processor,4.0,2024-08-03 09:58:48,327.85
INV-20129,Gaming Glasses,3.0,2024-05-19 04:03:52,203.64
INV-20129,VR Headset,3.0,2024-05-19 04:03:52,1786.52
INV-20130,RGB Lighting Kit,1.0,2024-09-14 09:55:21,1098.98
INV-20130,CPU Cooler,2.0,2024-09-14 09:55:21,855.41
INV-20130,CPU Cooler,2.0,2024-09-14 09:55:21,855.41
INV-20130,Gaming Chair,,2024-09-14 09:55:21,564.56
INV-20131,,4.0,2025-04-16 11:51:03,1020.6
INV-20131,RGB Lighting Kit,2.0,2025-04-16 11:51:03,1098.98
INV-20132,Gaming Chair,2.0,2024-07-16 01:52:36,564.56
INV-20132,External Hard Drive,1.0,2024-07-16 01:52:36,456.47
INV-20132,WiFi Router,2.0,2024-07-16 01:52:36,32.87
INV-20133,Joystick,4.0,2024-10-04 09:06:00,1402.32
INV-20134,Streaming Webcam,3.0,2024-07-21 19:56:29,1306.77
INV-20134,Gaming Microphone,2.0,2024-07-21 19:56:29,211.5
INV-20134,Gaming Controller,1.0,2024-07-21 19:56:29,72.54
INV-20135,Graphics Card,4.0,2024-08-24 01:26:04,461.96
INV-20135,Gaming Monitor,,2024-08-24 01:26:04,192.14
INV-20135,RGB Lighting Kit,4.0,2024-08-24 01:26:04,1098.98
INV-20136,Gamepad,2.0,2025-03-20 23:21:19,1615.52
INV-20136,Power Supply,1.0,2025-03-20 23:21:19,452.9
INV-20136,Gaming Controller,4.0,2025-03-20 23:21:19,72.54
INV-20136,Gaming Desk,2.0,2025-03-20 23:21:19,1622.67
INV-20137,Gamepad,3.0,2024-09-13 04:07:54,1615.52
INV-20137,RAM 16GB,1.0,2024-09-13 04:07:54,1915.28
INV-20137,RGB Lighting Kit,4.0,2024-09-13 04:07:54,1098.98
INV-20138,Gaming Backpack,1.0,2024-08-19 09:23:15,1698.04
INV-20138,Motherboard,2.0,2024-08-19 09:23:15,1020.6
INV-20138,Gaming Controller,4.0,2024-08-19 09:23:15,72.54
INV-20139,Surround Speakers,3.0,2024-05-16 12:12:45,1215.38
INV-20140,SSD 1TB,1.0,2024-12-17 19:27:54,1478.21
INV-20140,Gaming Chair,1.0,2024-12-17 19:27:54,564.56
INV-20140,Capture Card,3.0,2024-12-17 19:27:54,1186.75
INV-20141,Streaming Webcam,2.0,2024-10-07 12:29:14,1306.77
